0004.2056	1081.8200	1537.8978	0000.3150
0004.2056	1212.1200	1436.1537	0000.3082
0004.2056	1272.7300	1389.7652	0000.3050
0004.2056	1514.2400	1210.9463	0000.2920
0004.2056	1555.1500	1181.7433	0000.2899
0004.2056	1870.3000	0966.2181	0000.2730
0004.2056	1900.0000	0946.8345	0000.2714
0004.2056	2000.0000	0882.7660	0000.2660
0004.2056	2100.0000	0821.9093	0000.2615
0004.2056	2178.1800	0775.8244	0000.2580
0004.2056	2200.0000	0763.1578	0000.2570
0004.2056	2300.0000	0706.5358	0000.2525
0004.2056	2400.0000	0652.0677	0000.2480
0004.2056	2499.7600	0599.8810	0000.2435
0004.2056	2500.0000	0599.7776	0000.2435
0004.2056	2600.0000	0550.9947	0000.2397
0004.2056	2800.0000	0460.5215	0000.2322
0004.2056	2822.7300	0450.7279	0000.2313
0004.2056	2870.8300	0430.5991	0000.2295
0004.2056	2900.0000	0419.4299	0000.2288
0004.2056	3000.0000	0382.4460	0000.2263
0004.2056	3153.6400	0329.9381	0000.2224
0004.2056	3200.0000	0315.0740	0000.2212
0004.2056	3360.0000	0267.5851	0000.2172
0004.2056	3400.0000	0256.5444	0000.2162
0004.2056	3600.0000	0206.1007	0000.2112
0004.2056	3626.7900	0199.8696	0000.2105
0004.2056	3700.0000	0183.5437	0000.2086
0004.2056	3800.0000	0162.6189	0000.2059
0004.2056	4000.0000	0126.0894	0000.2006
0004.2056	4070.0000	0114.9161	0000.1988
0004.2056	4170.8100	0099.9603	0000.1961
0004.2056	4714.8300	0051.9653	0000.1910
0004.2056	4990.9100	0038.2387	0000.1904
0004.2056	5000.0000	0037.7832	0000.1903
0005.1639	1081.8200	1575.1455	0000.3137
0005.1639	1212.1200	1479.0307	0000.3073
0005.1639	1272.7300	1435.2454	0000.3043
0005.1639	1514.2400	1266.4492	0000.2921
0005.1639	1555.1500	1238.8461	0000.2901
0005.1639	1870.3000	1034.6968	0000.2742
0005.1639	1900.0000	1016.2754	0000.2727
0005.1639	2000.0000	0955.2201	0000.2676
0005.1639	2100.0000	0897.2023	0000.2634
0005.1639	2178.1800	0852.9002	0000.2600
0005.1639	2200.0000	0840.8111	0000.2591
0005.1639	2300.0000	0786.2011	0000.2548
0005.1639	2400.0000	0733.3797	0000.2505
0005.1639	2499.7600	0682.6505	0000.2463
0005.1639	2500.0000	0682.5502	0000.2463
0005.1639	2600.0000	0634.5482	0000.2426
0005.1639	2800.0000	0544.6479	0000.2354
0005.1639	2822.7300	0534.9506	0000.2346
0005.1639	2870.8300	0514.5231	0000.2328
0005.1639	2900.0000	0503.1948	0000.2321
0005.1639	3000.0000	0465.4092	0000.2296
0005.1639	3153.6400	0411.1911	0000.2258
0005.1639	3200.0000	0395.5839	0000.2246
0005.1639	3360.0000	0345.0533	0000.2206
0005.1639	3400.0000	0333.1377	0000.2196
0005.1639	3600.0000	0278.1511	0000.2148
0005.1639	3626.7900	0271.3903	0000.2142
0005.1639	3700.0000	0253.1643	0000.2124
0005.1639	3800.0000	0229.5705	0000.2099
0005.1639	4000.0000	0187.2151	0000.2050
0005.1639	4070.0000	0173.6188	0000.2032
0005.1639	4170.8100	0155.6263	0000.2008
0005.1639	4714.8300	0092.2166	0000.1957
0005.1639	4990.9100	0072.0329	0000.1949
0005.1639	5000.0000	0071.4816	0000.1949
0005.1639	5440.1800	0048.2019	0000.1938

